Ticker,start_date,end_date,rows,first_price,last_price,avg_return,volatility_mean,avg_volume,min_drawdown,avg_rsi,total_return
TXN,2020-04-14,2026-03-12,1486,93.56858825683594,190.7899932861328,0.0005719513628822399,0.018523896491868638,5567708.860699865,-0.3341197662238494,51.96320123945517,1.0390389215068025
UBER,2020-04-14,2026-03-12,1486,27.75,73.05000305175781,0.0010686564751318573,0.02818009753143092,23451002.235531628,-0.6761633588850022,51.77815537178171,1.6324325424056871
UNH,2020-04-14,2026-03-12,1486,244.4551544189453,279.4949951171875,0.0002332812438665715,0.017328484703315335,4942512.138627187,-0.613908612173333,51.799904181842784,0.14333852268948766
USA,2020-04-14,2026-03-12,1486,2.9797441959381104,5.675000190734863,0.00015972453350888258,0.013124098266223816,909636.561911171,-0.34045532370803044,51.19713744396191,0.9045259651720565
V,2020-04-14,2026-03-12,1486,167.2686767578125,307.14208984375,0.0005109588616394223,0.014083278267204812,7309973.37281292,-0.2860441367151,52.900662856251216,0.836220001240636
VZ,2020-04-14,2026-03-12,1486,41.442413330078125,50.55500030517578,1.0504114223791866e-05,0.012463521888540418,20578335.955585465,-0.412071165741163,49.64264981339993,0.21988552892705004
WELL,2020-04-14,2026-03-12,1486,44.831695556640625,205.4199981689453,0.001094982804111319,0.017359873711632362,2665729.7153432034,-0.407830423859022,54.408547176287385,3.582026078166428
WFC,2020-04-14,2026-03-12,1486,26.00596046447754,75.05500030517578,0.0008118859004000096,0.020233886844326535,23756309.81090175,-0.37097053040015215,53.46736552699673,1.886069153557934
WMT,2020-04-14,2026-03-12,1486,39.690277099609375,125.11000061035156,0.0008279903035247591,0.012401580782659632,21854535.58613728,-0.257396583510759,55.218144117650006,2.152157398558018
XOM,2020-04-14,2026-03-12,1486,32.359130859375,154.24000549316406,0.0010454416690168097,0.018099051261623093,20744029.3243607,-0.4118961334090714,52.892246825880136,3.7665064356472993
SOFT,2020-04-14,2026-03-11,1485,0.20600000023841858,9.999999747378752e-05,0.020969563106280432,0.14740585481589535,237.56565656565655,-0.9999259259291053,18.32850527133323,-0.9995145631196212
PLTR,2020-10-28,2026-03-12,1348,10.850000381469727,153.69000244140625,0.0029189877578088765,0.041288618031409874,59334446.04154303,-0.8461538461538461,52.974018306726606,13.164976685520411
APP,2021-05-13,2026-03-12,1213,49.869998931884766,452.3429870605469,0.0029611169681576384,0.04532338741554651,3939232.4715581206,-0.919024812239502,53.75537999628449,8.070443087002714
S,2021-07-29,2026-03-12,1160,50.560001373291016,13.925000190734863,-0.0002739893967611444,0.03796341609031565,5399149.063793103,-0.8378768100812796,48.65489723008534,-0.7245846556070126
CA,2024-01-17,2026-03-12,540,23.621807098388672,24.930599212646484,-2.5639319070469772e-05,0.0023160811726036026,3991.4925925925927,-0.052433644488140474,51.41211988378378,0.055406096104607006
GEV,2024-04-25,2026-03-12,471,147.85072326660156,832.469970703125,0.0042565777943036395,0.031902333843894744,3195308.1061571124,-0.38285616286906643,59.535908196441014,4.630476147228792
RIC,2020-04-14,2022-03-02,467,4000.0,17900.0,0.004351540303229267,0.04167799935349752,14395.438972162741,-0.6587215601300108,52.6116033058606,3.4749999999999996
WAY,2024-07-09,2026-03-12,421,20.670000076293945,24.719999313354492,0.0006501202204114162,0.02264747641846267,1828025.0855106888,-0.5206174089835072,53.67332681844664,0.19593610169868447
